,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
,2.0000000e+00,1.2560284e+00,2.6619811e+00,2.7688227e+00,3.5136701e+00,5.9319213e+00,1.7403545e+00,2.5227146e+00,3.1103851e+00,2.6783912e+00,4.6537544e+00,4.5869894e+00,2.0550913e+00,2.3722225e+00,3.3673369e+00,2.8296773e+00,1.9969580e-01,2.8421503e+00,1.2034571e+00,1.9968772e+00,2.4250097e+00,2.1381086e+00,3.6493381e+00,2.9486338e+00,2.1882473e+00,3.8071355e+00,2.9425681e+00,3.2983616e+00,3.2538757e+00,1.5875621e+00,1.5469106e+00,2.6600463e+00,1.7643716e+00,4.4803634e+00,2.6557382e+00,3.2831563e+00,2.9803212e+00,2.9173427e+00,1.8488834e+00,1.1717032e+00,3.7294017e+00,1.7253571e+00,2.2962207e+00,3.3974639e+00,2.9810546e+00,2.2131661e+00,1.5448620e+00,2.9190724e+00,5.3323174e+00,3.8426947e+00,3.9846973e+00
,2.0000000e+00,4.3567932e+00,2.3910076e+00,3.4009720e+00,3.0819738e+00,2.9129868e+00,5.1968744e+00,2.8428601e+00,1.9080198e+00,3.4196760e+00,2.1572194e+00,3.6853594e+00,2.3317129e+00,3.0329811e+00,2.1958268e+00,2.3964348e+00,2.5218071e+00,3.3327584e+00,2.9696919e+00,2.0645473e+00,2.9357008e+00,2.5621470e+00,2.9476562e+00,3.6590760e+00,2.0165037e+00,2.5608487e+00,2.2951193e+00,2.2630129e+00,5.5932633e+00,3.4853808e+00,2.5327240e+00,1.7694658e+00,4.8133524e+00,2.4939698e+00,2.5529842e+00,2.6897681e+00,2.2853880e+00,1.6210809e+00,5.2552759e+00,3.5688928e+00,3.0893595e+00,3.6484421e+00,2.7891178e+00,2.5191799e+00,8.1385114e-01,2.4070143e+00,2.6459837e+00,3.8803571e+00,1.9015174e+00,2.0573622e+00,2.9190899e+00
,2.0000000e+00,2.6267608e+00,3.5232540e+00,3.8264574e+00,3.0762659e+00,1.5047269e+00,3.9887933e+00,1.3200043e+00,3.5785871e+00,2.9350257e+00,3.2205460e+00,4.4497456e+00,1.9016527e+00,4.0372564e+00,2.9376212e+00,3.1520855e+00,3.4671406e+00,4.3554761e+00,4.5837377e+00,4.0003318e+00,4.0225673e+00,2.9221651e+00,2.8903524e+00,4.4472349e+00,4.0200428e+00,2.0245085e+00,2.0388202e+00,2.4026030e+00,4.7283514e+00,1.6587206e-01,1.2551432e+00,9.0234786e-01,2.6652788e+00,3.0768663e+00,2.9275337e+00,4.0992473e+00,1.1105615e+00,1.7871516e+00,1.7119867e+00,1.7111043e+00,2.6253545e+00,2.1412428e+00,4.4922791e+00,4.6104990e+00,3.6572557e+00,3.1063489e+00,2.3450978e+00,1.8342978e+00,3.1268906e+00,3.0813755e+00,4.3772658e+00
,2.0000000e+00,2.5211366e+00,3.4216217e+00,2.9690430e+00,3.1886919e+00,2.8257365e+00,2.2292002e+00,4.5690848e+00,3.4595906e+00,3.4515558e+00,3.1904067e+00,3.7057269e+00,1.5706438e+00,2.5917506e+00,8.1996307e-01,2.9322856e+00,3.1139719e+00,3.2948895e+00,1.8078408e+00,4.0073110e+00,4.2758005e+00,2.4500084e+00,2.9612966e+00,3.4672778e+00,2.7957819e+00,3.6442435e+00,3.6514764e+00,1.5942711e+00,1.7040166e+00,2.3186526e+00,3.9754825e+00,2.2866446e+00,2.1843635e+00,2.5552835e+00,3.5752781e+00,5.0994171e+00,3.4463323e+00,3.3892080e+00,3.7368285e+00,2.3254081e+00,1.8068753e+00,5.4862542e+00,1.9688832e+00,2.8778028e+00,2.7167339e+00,2.0922667e+00,3.4227994e+00,3.2832669e+00,2.4223373e+00,2.4827902e+00,3.7479169e+00
,1.0000000e+00,2.4588593e+00,3.8312659e+00,3.6072682e+00,4.6745726e+00,3.6424297e+00,2.4946144e+00,2.3419761e+00,4.9818018e+00,2.1860561e+00,3.5290440e+00,1.1004599e+00,3.2212194e+00,1.8809169e+00,3.7411500e+00,4.4394514e+00,3.9372732e+00,3.5536228e+00,2.6255680e+00,1.9114474e+00,3.8473674e+00,2.7647286e+00,2.3054100e+00,1.8404311e+00,1.5152580e+00,3.0818581e+00,2.6338359e+00,5.1016280e+00,2.9497378e+00,4.2071403e+00,2.3309205e+00,3.2908502e+00,4.2574794e+00,3.5350139e+00,2.2831515e+00,3.1383753e+00,7.8887503e+00,3.3960551e+00,4.1150199e+00,2.9691599e+00,1.1761736e+00,3.7099490e+00,2.0869979e+00,4.2400618e+00,2.4315570e+00,4.0567333e+00,3.5166349e+00,7.6315351e-01,3.4957707e+00,2.5661952e+00,4.6492764e+00
,1.0000000e+00,4.4992777e+00,3.3382998e+00,2.8622604e+00,1.7147978e+00,3.6312139e+00,3.4938952e+00,2.5307972e+00,2.7797913e+00,3.8586224e+00,3.2486966e+00,2.0589626e+00,2.4990033e+00,2.5697232e+00,3.0000453e+00,2.6608223e+00,3.7908049e+00,3.3941370e+00,3.2326550e+00,3.8552912e+00,1.9553194e+00,4.1842615e+00,4.4310233e+00,4.0527159e+00,2.7356848e+00,3.1492843e+00,2.4997178e+00,1.7260604e+00,2.8249359e+00,3.9941066e+00,5.0434639e+00,1.4150417e+00,1.3957147e+00,3.1719825e+00,1.8740028e+00,3.6509913e+00,1.9696845e+00,2.4930620e+00,8.3260035e-01,4.3237469e+00,3.1063621e+00,3.6583404e+00,1.9544240e+00,9.6154317e-01,3.4993385e+00,2.8395994e+00,2.1828677e+00,2.6796396e+00,3.0926922e+00,1.8311160e+00,2.6325680e+00
,2.0000000e+00,2.8723020e+00,3.9972866e+00,1.6043316e+00,3.4142900e+00,4.5480443e+00,2.0315672e+00,3.5062520e+00,2.1024159e+00,2.2888827e+00,1.1817392e+00,1.4191136e+00,2.2060604e+00,3.6830373e+00,2.2411731e+00,2.8595685e+00,2.6453189e+00,3.0176779e+00,2.1457557e+00,2.7832316e+00,2.8233372e+00,4.1766705e+00,4.0903658e+00,3.5454603e+00,8.0306049e-01,4.0392686e+00,3.2876546e+00,3.6690507e+00,3.7803178e+00,4.1167418e+00,1.2216212e+00,2.4838062e+00,2.9076612e+00,2.5606134e+00,3.1895653e+00,3.6286577e+00,2.4116371e+00,3.0302710e+00,4.3777337e+00,2.6567994e+00,4.3855101e+00,2.5066556e+00,3.2086399e+00,2.5294859e+00,3.9219866e+00,1.9160905e+00,4.6289067e+00,4.2360539e+00,2.2689198e+00,2.9000432e+00,3.3078003e+00
,2.0000000e+00,3.7257325e+00,5.5047660e+00,2.4372195e+00,2.0235412e+00,4.4174967e+00,1.8368117e+00,2.1688056e+00,4.7532675e+00,1.9141870e+00,4.3420105e+00,2.9012252e+00,3.3603931e+00,4.6746163e+00,2.5166926e+00,1.7859689e+00,3.7055322e+00,3.0550683e+00,2.8864596e+00,3.1946896e-01,4.1792565e+00,1.0696798e+00,2.3137297e+00,3.7076533e+00,3.2261190e+00,2.3266775e+00,4.4813771e+00,4.1324949e+00,1.8837817e+00,1.3034562e+00,2.9026692e+00,3.5070187e+00,3.5480189e+00,3.7648041e+00,2.3355444e+00,3.0599856e+00,4.1720779e+00,1.9618350e+00,3.3825873e+00,2.5310156e+00,6.9384153e-01,2.6265999e+00,4.1527055e+00,1.2807602e+00,8.2766984e-01,4.7067291e-01,4.0254334e+00,3.8114944e+00,4.6010475e+00,5.0513094e+00,2.5104638e+00
,2.0000000e+00,2.5518795e+00,3.6117539e+00,3.4173464e+00,4.4719920e+00,3.5773883e+00,2.5337896e+00,3.7373749e+00,1.8922168e+00,3.2945488e+00,1.4748088e+00,3.4368921e+00,3.7416229e+00,1.9331880e+00,2.5640987e+00,3.1687396e+00,3.4926490e+00,2.2577866e+00,4.2309155e+00,2.7118203e+00,2.9327391e+00,2.3731882e+00,2.3936519e+00,1.8866457e+00,2.6620775e+00,2.0305798e+00,3.4779849e+00,2.0685311e+00,3.2730479e+00,3.7182066e+00,5.4642653e+00,3.3376913e+00,1.7418633e+00,2.2771156e+00,1.5888296e+00,2.9352132e+00,3.0750098e+00,3.3634940e+00,2.8277081e+00,2.6669549e+00,2.8942619e+00,2.9896035e+00,2.4661704e+00,2.5705322e+00,3.8062729e+00,2.8401511e+00,2.0049187e+00,2.6919058e+00,1.4989572e+00,3.6895441e+00,4.1617031e+00
,2.0000000e+00,4.1411403e+00,2.8629343e+00,4.2923582e+00,1.9460009e+00,3.3802929e+00,2.7279735e+00,3.1391287e+00,3.8855785e+00,3.7794210e+00,2.6656420e+00,4.4256938e+00,2.4079106e+00,2.5112359e+00,1.6008226e+00,2.5998559e+00,3.7398204e+00,1.2238024e+00,2.6706626e+00,1.9557970e+00,3.2866415e+00,2.9115543e+00,2.6050406e+00,3.3362740e+00,2.5793265e+00,4.8782473e+00,3.9848846e+00,2.7717930e+00,2.2704474e+00,3.4207951e+00,1.8275281e+00,4.3030726e+00,1.3937557e+00,2.9094082e+00,2.9712029e+00,2.3992905e+00,3.8457315e+00,4.3643999e+00,2.7054214e+00,3.4925016e+00,3.6214384e+00,3.7273534e+00,3.4170129e+00,3.8097186e+00,2.9444560e+00,2.4642444e+00,3.3163175e+00,7.6504193e-01,2.5967133e+00,3.7343036e+00,2.1550915e+00
,2.0000000e+00,3.6883669e+00,4.2669192e+00,1.8015110e+00,1.5501182e+00,4.5082245e+00,2.6652057e+00,3.1637292e+00,1.9301257e+00,3.0183259e+00,2.9418944e+00,1.7936372e+00,3.0394702e+00,2.6888712e+00,3.2999097e+00,4.6011025e+00,3.4747475e+00,1.7321222e+00,4.2089652e+00,1.7147807e+00,2.3987030e+00,3.1861207e+00,4.4668188e+00,7.4003592e-01,1.6215971e+00,2.9498146e+00,4.8892574e+00,2.1137692e+00,1.9417504e+00,1.6265910e+00,3.2576591e+00,4.8126248e+00,4.1751228e+00,4.5093064e+00,2.6437738e+00,2.0780115e+00,3.1704129e+00,1.0514094e+00,2.1464647e+00,3.8631911e+00,1.8811522e+00,3.7443015e+00,2.9480854e+00,2.2313726e+00,2.6919936e+00,3.6765796e+00,2.2763579e+00,3.6337464e+00,1.9582164e+00,2.6896697e+00,3.9828468e+00
,2.0000000e+00,4.6560130e+00,4.4235801e+00,1.7388146e+00,2.5267211e+00,3.0021301e+00,2.8753549e-01,3.9843933e+00,3.8378544e+00,3.3093120e+00,4.0324540e+00,3.2414779e+00,3.9654239e+00,2.0338121e+00,3.1362783e+00,5.4204759e+00,4.1872191e+00,3.2146672e+00,3.5475144e+00,2.5736663e+00,7.3430834e-01,3.0793868e+00,3.6947433e+00,2.4994588e+00,2.1294994e+00,3.0665052e+00,2.9361210e+00,2.5017164e+00,4.0854841e+00,3.4275089e+00,2.3523175e+00,7.2501200e-01,3.7203539e+00,1.7471557e+00,2.0449764e+00,4.3658017e+00,1.8778262e+00,3.0855491e+00,3.8615982e+00,4.0697284e+00,2.3197810e+00,4.2972256e+00,3.6944882e+00,1.6165773e+00,3.8617323e+00,4.0584470e+00,3.9214108e+00,3.1787775e+00,1.6317439e+00,3.9052153e+00,2.9219686e+00
,2.0000000e+00,3.2142110e+00,3.6269153e+00,3.6818381e+00,2.9926513e+00,3.2162039e+00,2.3942528e+00,4.4378923e+00,2.3773455e+00,4.1378325e+00,3.4919373e+00,2.2472503e+00,3.4982051e+00,3.7093669e+00,2.1942041e+00,2.6614930e+00,3.2614415e+00,1.4393590e+00,2.8593835e+00,5.0359993e+00,1.7332077e+00,2.8100248e+00,2.1812508e+00,3.8188572e+00,3.4607298e+00,2.9309926e+00,3.0508248e+00,9.6950704e-01,2.8850164e+00,2.7451951e+00,4.3768350e+00,2.6082004e+00,2.4396121e+00,2.0550447e+00,7.2498457e+00,4.1472655e+00,2.8277052e+00,3.7618205e+00,4.5698999e+00,4.4311865e+00,3.7912670e+00,3.9948530e+00,3.8764888e+00,3.8578334e+00,4.4028163e+00,3.2999337e+00,2.1684742e+00,5.0117824e+00,2.7113729e+00,3.4393081e+00,3.0219738e+00
,2.0000000e+00,1.6640887e+00,3.8462272e+00,5.1434492e+00,1.8792962e+00,2.6885603e+00,2.8227241e+00,2.4041324e+00,3.4684233e+00,3.3845072e+00,4.8688786e-01,4.1646415e+00,2.4419280e+00,2.8008904e+00,2.0557177e+00,3.6170277e+00,2.2292815e+00,2.2536658e+00,2.3129763e+00,3.0947191e+00,2.5566952e+00,2.0259733e+00,3.4547607e+00,2.4304800e+00,4.1720162e+00,2.8294032e+00,2.8306362e+00,2.4103409e+00,1.7248328e+00,4.0565522e+00,2.2081791e+00,2.4250887e+00,2.7098060e+00,2.0597203e+00,4.5533300e+00,2.6036431e+00,4.5299185e+00,1.6755890e+00,1.8344158e+00,3.4077637e+00,1.3584806e+00,3.1897381e+00,3.8325400e+00,3.0786009e+00,3.3609668e+00,4.0689454e+00,2.3375650e+00,2.5862365e+00,3.2133184e+00,3.1899812e+00,3.2288324e+00
,1.0000000e+00,3.6058393e+00,2.9242779e+00,1.6908900e+00,3.6123009e+00,1.4208123e+00,3.9135626e+00,3.3176250e+00,2.4406691e+00,3.7126373e+00,3.8151347e+00,4.1566776e+00,2.9543330e+00,2.5975565e+00,3.3557525e+00,3.5079566e+00,3.1121961e+00,1.9874541e+00,2.8296866e+00,1.9323660e+00,1.9655315e+00,2.7428260e+00,3.2648280e+00,3.0429206e+00,2.4084318e+00,4.2771240e+00,3.7971044e+00,2.0238593e+00,1.3437218e+00,3.1826469e+00,1.4755330e+00,2.6156452e+00,3.1698877e+00,2.4166455e+00,3.2499752e+00,2.6079384e+00,4.6127310e+00,2.3817501e+00,2.9972565e+00,4.2759754e+00,2.0003087e+00,3.3534546e+00,4.0303100e+00,2.3497010e+00,2.3866170e+00,2.2942986e+00,2.5157978e+00,4.6528644e+00,2.4449677e+00,2.7090447e+00,4.5682203e+00
,2.0000000e+00,2.6424425e+00,1.5709931e+00,2.6624254e+00,2.2895712e+00,4.4909802e+00,3.3955766e+00,4.1221484e+00,4.1066610e+00,3.6170634e+00,4.1845571e+00,3.1927841e+00,3.3193965e+00,2.5928127e+00,3.3660163e+00,1.8941768e+00,3.4577450e+00,3.1974043e+00,4.4147475e+00,2.2077972e+00,1.7807567e+00,2.9700023e+00,2.9990813e+00,3.4163639e+00,4.4977117e+00,4.3569874e+00,3.9007608e+00,3.5696645e+00,2.6809418e+00,2.7102331e+00,2.0883785e+00,3.0791995e+00,1.8594738e+00,2.5902434e+00,3.4335393e+00,3.9401793e+00,3.0501369e+00,3.1804617e+00,2.1222268e+00,2.6853160e+00,3.0768827e+00,3.5395675e+00,2.8172822e+00,4.8419212e+00,2.0248191e+00,2.4806563e+00,2.4843172e+00,1.3949121e+00,2.3396277e+00,3.9931438e+00,2.5651876e+00
,2.0000000e+00,2.5669132e+00,1.8661219e+00,2.8290880e+00,4.6627834e+00,1.9083772e+00,2.0070925e+00,1.8054286e+00,2.6639133e+00,2.1259082e+00,2.8988672e+00,1.2533190e+00,3.0115064e+00,2.5648356e+00,4.8841225e+00,2.9422274e+00,3.0465112e+00,3.4391961e+00,2.9064122e+00,2.5334783e+00,3.1461757e+00,2.9171429e+00,3.2357075e+00,3.1854439e+00,4.2307734e+00,4.5017755e+00,5.2495790e+00,1.9699963e+00,2.7533960e+00,2.7888736e+00,4.3559197e+00,6.1239408e-01,3.6036263e+00,2.5557952e+00,2.1998428e+00,2.3368117e+00,2.8771563e+00,2.9968534e+00,3.5462288e+00,2.8401159e+00,2.9540856e+00,1.7019615e+00,4.2814139e+00,4.6714501e+00,3.0015625e+00,3.5765109e+00,3.0385852e+00,2.8943399e+00,4.3191688e+00,1.4942779e+00,1.7022029e+00
,2.0000000e+00,3.8391251e+00,2.2767941e+00,2.1691180e+00,3.3428756e+00,3.3707301e+00,3.9056262e+00,2.6672143e+00,3.4649024e+00,2.2210855e+00,3.0411586e+00,3.7174333e+00,3.2700405e+00,3.6310113e+00,1.9249594e+00,2.2586798e+00,3.0241190e+00,2.9127060e+00,2.5478146e+00,3.0366176e+00,3.7610639e+00,2.9980494e+00,3.4251663e+00,1.8802956e+00,1.6106364e+00,2.5861181e+00,2.8567649e+00,2.0809285e+00,2.0208645e+00,3.0713918e+00,1.2807037e+00,3.0275611e+00,4.5310306e+00,2.5868141e+00,1.9103206e+00,1.4113184e+00,3.0367939e+00,3.4400462e+00,1.8345166e+00,3.2680140e+00,3.3322724e+00,4.2036353e+00,2.9204763e+00,2.1804005e+00,2.1795085e+00,3.3718240e+00,3.1723646e+00,5.0419457e+00,2.1481655e+00,2.1553768e+00,3.7681242e+00
,1.0000000e+00,4.7592248e+00,2.1690212e+00,4.0478459e+00,2.0921930e+00,2.8695451e+00,2.7919708e+00,2.4608176e+00,4.3478055e+00,1.2465666e+00,2.9502823e+00,2.4864964e+00,4.9254098e+00,1.4361845e+00,3.6401576e+00,2.8184431e+00,3.6364875e+00,2.0830238e+00,3.1641694e+00,3.9015679e+00,3.0419613e+00,3.5720592e+00,4.1442400e+00,2.6492798e+00,2.0482487e+00,1.9392432e+00,2.8934437e+00,5.0712614e-02,2.1222414e+00,3.3319770e+00,2.8709490e+00,2.4099786e+00,4.0932949e+00,2.0602644e+00,3.5971532e+00,2.6561705e+00,2.8490329e+00,1.4973834e+00,2.0426174e+00,2.2220023e+00,2.4318406e+00,2.5334640e+00,3.2916273e+00,2.8477574e+00,3.8756324e+00,4.1194864e+00,1.8474667e+00,3.0657971e+00,1.9276967e+00,2.9080388e+00,2.5186183e+00
,2.0000000e+00,3.7277008e+00,2.2448082e+00,3.3567780e+00,3.5938224e+00,1.9109293e+00,2.8850135e+00,3.2402612e+00,2.8007470e+00,1.6897053e+00,3.3695734e+00,4.2642762e+00,2.2292862e+00,2.2341787e+00,2.6418412e+00,1.7727589e+00,1.8593081e+00,4.8762892e-01,2.8446196e+00,2.3479044e+00,1.2965367e+00,3.1190893e+00,2.9497614e+00,2.3636640e+00,1.6559133e+00,3.8158275e+00,3.8759083e+00,3.1739926e+00,1.7089961e+00,2.3650198e+00,2.7138703e+00,2.9320277e+00,3.6551535e+00,1.3356093e+00,2.8545441e+00,3.8217645e+00,1.8634423e+00,4.0665963e+00,3.3417423e+00,2.4434536e+00,4.1741126e+00,2.6717443e+00,1.8633209e+00,2.9175208e+00,3.3112541e+00,1.4498102e+00,2.6347421e+00,4.7027602e+00,5.3638428e+00,3.6370442e+00,3.1674775e+00
,2.0000000e+00,2.5422350e+00,1.4484426e+00,1.7216918e+00,2.7924628e+00,3.5929293e+00,1.7694800e+00,2.8720505e+00,3.7464230e+00,3.1698873e+00,6.8826351e-01,4.2939103e+00,4.1086189e+00,3.0740806e+00,3.4611187e+00,4.0662211e+00,2.0362349e+00,4.5713352e+00,3.1767675e+00,2.8782609e+00,2.2175473e+00,1.2913108e+00,3.7058973e+00,2.4853651e+00,2.8117732e+00,2.9465556e+00,2.8999810e+00,4.7817028e+00,4.1942891e+00,2.0347383e+00,2.8845845e+00,2.5229226e+00,2.5735592e+00,2.4518945e+00,3.2930806e+00,1.4277076e+00,2.0120106e+00,3.2954762e+00,2.6341001e+00,3.2449773e+00,1.3067324e+00,2.9786476e+00,3.9100142e+00,2.9006925e+00,4.2979061e+00,2.8237432e+00,3.1242576e+00,3.5402395e+00,4.1799801e+00,2.2824322e+00,4.5765829e+00
,1.0000000e+00,4.0052477e+00,3.4869960e+00,2.9336737e+00,1.7585781e+00,1.6328365e+00,3.0466879e+00,3.1032984e+00,2.6087737e+00,3.8484525e+00,2.2945923e+00,2.0289761e+00,2.0725109e+00,4.3156576e+00,3.6845206e+00,2.8800465e+00,3.2950549e+00,4.7144091e+00,3.2707948e+00,2.6354238e+00,4.1262878e+00,1.4628384e+00,2.8686726e+00,4.3147188e+00,3.9378637e+00,3.1213735e+00,1.9722045e+00,3.3087871e+00,3.3886201e+00,4.5125093e+00,2.8534524e+00,1.6352293e+00,1.9746039e+00,2.4481538e+00,2.7109844e+00,1.4765105e+00,3.4023791e+00,3.4440878e+00,3.9475914e+00,3.5492674e+00,3.5960778e+00,1.1156100e+00,1.4624515e+00,4.2740578e+00,3.3552300e+00,3.2667430e+00,2.6875698e+00,1.9596768e+00,1.5152923e+00,2.1473177e+00,3.5545976e+00
,2.0000000e+00,2.9654372e+00,3.9145007e+00,2.3809784e+00,4.5995577e+00,3.2980520e+00,2.7799868e+00,3.9095764e+00,4.3677572e+00,3.4768642e+00,3.0803970e+00,6.0195556e-01,2.5995740e+00,3.4944120e+00,2.5474879e+00,2.4920365e+00,3.0818267e+00,3.3382904e+00,3.3353628e+00,2.9799821e+00,3.0440164e+00,3.3197129e+00,3.3763574e+00,3.2126287e+00,3.3273665e+00,2.3194070e+00,4.0485502e+00,2.8995610e+00,3.6609524e+00,3.3135904e+00,4.2925852e+00,3.9075201e+00,4.4543234e+00,2.0421303e+00,3.5106431e+00,1.9856038e+00,3.4929589e+00,2.8297688e+00,3.7653494e-01,3.2502210e+00,1.9190525e+00,3.4485868e+00,3.0648846e+00,2.5468472e+00,3.0121392e+00,5.7070051e+00,3.6077316e+00,1.7581266e+00,3.6472828e+00,2.7360920e+00,1.9381125e+00
,2.0000000e+00,3.8491153e+00,3.1160730e+00,2.9617291e+00,4.7462413e-01,3.7978305e+00,3.0799485e+00,1.2096323e+00,1.8591735e+00,1.9545987e+00,3.7098135e+00,2.8769694e+00,4.0971717e+00,2.3088518e+00,4.1263346e+00,4.6168028e+00,3.9806975e+00,3.3969398e+00,3.1911956e+00,1.5066597e+00,2.8293235e+00,3.5812832e+00,2.1116304e+00,4.3239428e+00,2.4482307e+00,3.2548820e+00,3.5968462e+00,3.2905107e+00,5.4389790e-01,3.5074235e+00,3.3534270e+00,2.0597014e+00,2.4450811e+00,3.2980126e+00,3.0860177e+00,2.4074564e+00,3.4583048e+00,3.9160133e+00,3.3468786e+00,2.9726779e+00,3.6397094e+00,3.3819693e+00,1.4090102e+00,2.3283188e+00,2.3716929e+00,1.2861466e+00,3.5284006e+00,4.0270000e+00,2.7700864e+00,3.6327130e+00,3.2836625e+00
,1.0000000e+00,2.6613934e+00,1.8677762e+00,3.4492929e-01,1.6743340e+00,2.8752761e+00,3.3724528e+00,2.9004215e+00,2.8423905e+00,3.2112215e+00,2.4425619e+00,4.1609973e+00,3.5408906e+00,2.3805916e+00,3.3877175e+00,2.9758576e+00,1.8811035e+00,1.7919659e+00,2.4238119e+00,2.5814249e+00,4.3256778e+00,3.1424657e+00,3.7195571e+00,4.5002491e+00,1.9447440e+00,3.3996722e+00,2.6626427e+00,2.9999060e+00,2.3187637e+00,1.6424990e+00,3.1497473e+00,3.4573185e+00,5.1482898e+00,2.5508631e+00,3.1560836e+00,2.0144025e+00,2.6725348e+00,5.0828282e+00,2.6269519e+00,4.0583685e+00,2.8249365e+00,3.3163053e+00,3.6946041e+00,5.2145062e+00,4.8013038e+00,2.4681047e+00,1.7462232e+00,3.8897657e+00,2.5411705e+00,1.2547660e+00,2.3735444e+00
,1.0000000e+00,2.7830588e+00,1.7825651e+00,5.6611926e+00,4.3840186e+00,3.3540382e+00,3.4914273e+00,3.0421665e+00,3.5791500e+00,4.4492035e+00,2.5815093e+00,4.6282905e+00,1.9432746e+00,3.8182642e+00,3.4545259e+00,9.0572050e-01,1.3773612e+00,3.0936653e+00,3.4798068e+00,3.5131043e+00,3.7729509e+00,4.2163901e+00,2.6840829e+00,3.2896147e+00,4.0207773e+00,4.2501326e+00,3.7087614e+00,1.9741354e+00,4.1564274e+00,5.1025036e+00,4.3242240e+00,1.2714722e+00,3.9739266e+00,3.4661895e+00,4.3808527e+00,2.8073231e+00,2.1136147e+00,2.8963833e+00,2.8323830e+00,2.8918656e+00,3.3412017e+00,2.7601358e+00,3.6033268e+00,4.4557306e+00,3.7413306e+00,2.0177090e+00,3.6397909e+00,1.7868668e+00,2.1032501e+00,6.9783700e-01,4.5134886e+00
,2.0000000e+00,1.9641150e+00,1.8451087e+00,3.9811111e+00,4.5193212e+00,3.5305952e+00,4.0332999e+00,1.9928590e+00,1.2320478e+00,4.2231161e+00,4.4616598e+00,2.3466017e+00,1.8614845e+00,3.8851377e+00,2.5562240e+00,2.3300487e+00,3.9298775e+00,3.5900946e+00,2.0789091e+00,3.9069275e+00,3.3040317e+00,2.4814763e+00,3.5486726e+00,2.4539001e+00,1.8013476e+00,2.6056657e+00,3.1421174e+00,3.3205913e+00,1.3971515e+00,4.3658861e+00,2.0631711e+00,3.3058284e+00,2.7573388e+00,1.9647701e+00,4.3394763e+00,3.4844208e+00,1.3978325e+00,3.7012690e+00,2.2465100e+00,4.1306438e+00,3.5318392e+00,2.4418625e+00,3.1691634e+00,3.1331706e+00,1.5186817e+00,3.4743358e+00,2.7142635e+00,4.5809759e+00,3.5418415e+00,4.6171840e-01,2.4640863e+00
,2.0000000e+00,3.1510644e+00,1.0528860e+00,3.0548646e+00,4.4703428e+00,3.0006786e+00,2.2089644e+00,2.8318638e+00,3.5770138e+00,3.7724273e+00,2.9711610e+00,2.6318136e+00,3.7069932e+00,3.8022252e+00,2.8290660e+00,3.5842735e+00,3.5660972e+00,4.1842121e+00,2.1624786e+00,2.2636792e+00,3.0259048e+00,3.5754046e+00,3.4479749e+00,2.8976465e+00,2.3309066e+00,3.9933150e+00,2.9175776e+00,3.2632309e+00,2.9410689e+00,3.5256585e+00,3.7270651e+00,3.1030060e+00,2.9208248e+00,1.9130293e+00,2.9258727e+00,2.5704545e+00,1.9476948e+00,1.4313806e+00,1.6891089e+00,3.3675597e+00,2.3020252e+00,2.0866569e+00,3.2901676e+00,2.2260359e+00,2.7054272e+00,2.1182168e+00,5.3980531e+00,4.4473126e+00,2.7701806e+00,3.9620154e+00,1.6316042e+00
,1.0000000e+00,3.6807087e+00,3.1927201e+00,3.6903779e+00,2.0930491e+00,2.4805220e+00,4.1508146e+00,1.9045876e+00,2.6393059e+00,1.4606345e+00,3.0197618e+00,3.0743874e+00,2.4273490e+00,4.9002992e+00,3.2169331e+00,2.1157551e+00,1.6612982e+00,3.6998066e+00,2.8765159e+00,3.1719813e+00,3.1682205e+00,2.1621880e+00,4.3579091e+00,1.8501680e+00,2.5420116e+00,2.1129717e+00,3.1181701e+00,4.2046300e+00,2.7621798e+00,1.5594745e+00,4.4209317e+00,5.0118601e+00,4.5368729e+00,2.9104689e+00,3.1480090e+00,2.4834157e+00,1.6351593e+00,3.2029139e+00,2.8210069e+00,3.2788491e+00,4.9441303e+00,2.4100709e+00,2.2144121e+00,3.4578856e+00,3.9513758e+00,4.1990117e+00,5.0816427e+00,4.3619134e+00,3.4740528e+00,1.2364653e+00,1.8243663e+00
,1.0000000e+00,3.8622193e+00,2.4758552e+00,4.2789083e+00,2.8187953e+00,3.4371634e+00,2.9218405e+00,2.3589223e+00,3.1009770e+00,2.5940989e+00,2.9252713e+00,2.5998255e+00,2.4542446e+00,4.0815795e+00,3.3906001e+00,2.5504947e+00,3.2546338e+00,4.4496559e+00,2.4194672e+00,1.4140990e+00,3.5394706e+00,1.0457672e+00,4.2233922e+00,2.9532452e+00,3.7888708e+00,6.2913135e-01,4.4747272e+00,2.1708700e+00,2.9261542e+00,4.6669673e+00,5.1877500e+00,1.8923336e+00,2.1891891e+00,1.5859488e+00,2.6302343e+00,3.3647729e+00,1.5811704e+00,3.1579943e+00,4.0855941e+00,2.2058408e+00,3.3050112e+00,3.2050444e+00,3.1740983e+00,9.5278635e-01,4.4301387e-01,2.2301950e+00,4.4645494e+00,3.6002885e+00,2.6833094e+00,2.5219432e+00,3.3714174e+00
